계약번호,판매업체,구매업체,제품구분,배터리종류,계약수량(단위당),개당가격,지급형태,총계약금액,계약보증금,계약일,총지급일
20251231316,한국환경공단,(주)비젼알앤이,폐배터리(재사용),포터,5,"₩468,600",일시,"₩2,343,000","₩117,150",2025-12-31,2024-10-31
20240812001,고려아연㈜ 온산제련소,(주) 민테크,중고배터리,포터,11,"₩10,393,191",일시,"₩114,325,101","₩12,251,620",2024-08-12,2024-09-06
20251231317,한국환경공단,(주)비젼알앤이,폐배터리(재사용),레이,2,"₩154,000",일시,"₩308,000","₩15,400",2025-12-31,2024-10-31
20251231318,한국환경공단,성일하이텍(주),폐배터리(재활용),아이오닉,47,"₩59,635",일시,"₩2,802,822","₩140,141",2025-12-31,2025-03-06
20251231319,한국환경공단,주식회사 삼호인넷,폐배터리(재사용),SM3,2,"₩300,000",일시,"₩600,000","₩30,000",2025-12-31,2022-07-01
20240829003,동강대학교,주식회사 이브이씨씨,중고배터리,볼트,18,"₩9,732,931",선급+잔금,"₩175,192,758","₩24,986,219",2024-08-29,2024-09-03
20231208003,주식회사디아이씨,공주대학교,중고배터리,쏘울,18,"₩12,825,031",분할,"₩230,850,558","₩16,235,470",2023-12-08,2023-12-18
20251003001,주식회사디아이씨,주식회사 레플러스,중고배터리,E-FIIBIRD,16,"₩9,548,618",분할,"₩152,777,888","₩21,939,359",2025-10-03,2025-11-10
20240110002,(주)에이프로,성일하이텍(주),중고배터리,레이,8,"₩12,434,445",일시,"₩99,475,560","₩14,255,383",2024-01-10,2024-02-14
20230329001,주식회사디아이씨,(주) 포엔,중고배터리,마프M1,13,"₩1,081,191",일시,"₩14,055,483","₩1,886,995",2023-03-29,2023-04-20
20240702001,(주) 아이윈,부경테크,중고배터리,SM3,6,"₩11,357,599",선급+잔금,"₩68,145,594","₩8,581,428",2024-07-02,2024-07-16
20251231320,한국환경공단,(주)민테크,폐배터리(재사용),볼트,2,"₩3,100,000",일시,"₩6,200,000","₩310,000",2025-12-31,2024-04-03
20250228001,주식회사 에코프로씨엔,성일하이텍(주),중고배터리,봉고3,16,"₩1,735,958",일시,"₩27,775,328","₩3,799,306",2025-02-28,2025-03-30
20240808005,하나기술,쌍용직업전문학교,중고배터리,SM3,2,"₩6,504,733",분할,"₩13,009,466","₩927,978",2024-08-08,2024-08-23
20251231321,한국환경공단,한국배터리산업협회,폐배터리(재사용),포터,2,"₩11,350,000",일시,"₩22,700,000","₩1,135,000",2025-12-31,2023-11-07
20251231322,한국환경공단,(주)어스텍,폐배터리,니로,1,"₩3,300,856",일시,"₩3,300,856","₩165,043",2025-12-31,2022-06-03
20231007002,한국화재보험협회 부설 방재시험연구원,주식회사디아이씨,중고배터리,레이,12,"₩12,913,195",일시,"₩154,958,340","₩20,221,051",2023-10-07,2023-11-17
20230612002,인선모터스 주식회사,주식회사 피엠그로우,중고배터리,니로,11,"₩7,183,348",일시,"₩79,016,828","₩7,417,136",2023-06-12,2023-06-23
20251231323,한국환경공단,주식회사 알디솔루션,폐배터리(재활용),블루온,9,"₩776,667",일시,"₩6,990,000","₩349,500",2025-12-31,2023-11-28
20230909001,주식회사 에바싸이클,(주) 포엔,중고배터리,볼트,12,"₩2,987,493",후불,"₩35,849,916","₩4,384,773",2023-09-09,2023-10-23
20250326001,성일하이텍(주),㈜ 어스앤배터리,중고배터리,스파크,11,"₩406,727",분할,"₩4,473,997","₩616,653",2025. 3. 2,2025-05-09
20240718001,(주) 어스텍,(주) 포엔,중고배터리,포터,10,"₩13,571,473",선급+잔금,"₩135,714,730","₩13,027,495",2024-07-18,2024-08-03
20241207002,인선모터스 주식회사,㈜ 에이치엔티,중고배터리,니로,19,"₩11,139,219",분할,"₩211,645,161","₩23,739,301",2024-12-07,2025-01-07
20251231324,한국환경공단,주식회사 알디솔루션,폐배터리(재활용),쏘울,11,"₩1,562,727",일시,"₩17,190,000","₩859,500",2025-12-31,2023-10-06
20240321001,(주)비엠테크,(재) 제주테크노파크,중고배터리,아이오닉,2,"₩5,808,967",일시,"₩11,617,934","₩1,524,964",2024-03-21,2024-05-02
20240113002,아이에스동서,한국환경공단,중고배터리,코나,2,"₩12,184,186",후불,"₩24,368,372","₩1,835,754",2024-01-13,2024-02-12
20251231325,한국환경공단,(주)민테크,폐배터리(재사용),SM3,2,"₩1,965,000",일시,"₩3,930,000","₩196,500",2025-12-31,2025-06-19
20230618002,성일하이텍(주),태형리싸이클링,중고배터리,스파크,8,"₩3,801,471",일시,"₩30,411,768","₩4,490,813",2023-06-18,2023-06-24
20240530002,하나기술,(주) 솔라라이트,중고배터리,SM3,6,"₩2,248,626",일시,"₩13,491,756","₩1,650,080",2024-05-30,2024-06-25
20250626001,고려아연㈜ 온산제련소,주식회사 피엠그로우,중고배터리,레이,2,"₩598,483",선급+잔금,"₩1,196,966","₩160,773",2025-06-26,2025-07-16
20240704001,(주) 아이윈,주식회사 인터맥,중고배터리,코나,11,"₩6,205,671",분할,"₩68,262,381","₩7,239,404",2024-07-04,2024-07-30
20250803001,아이에스동서,인선모터스 주식회사,중고배터리,마프M1,13,"₩1,871,814",분할,"₩24,333,582","₩3,586,656",2025-08-03,2025-08-27
20251231326,한국환경공단,주식회사이투지,폐배터리(재사용),니로,4,"₩4,487,669",일시,"₩17,950,677","₩897,534",2025-12-31,2023-11-28
20251231327,한국환경공단,굿바이카(주),폐배터리,니로,2,"₩2,525,000",일시,"₩5,050,000","₩252,500",2025-12-31,2022-07-08
20251231328,한국환경공단,(주)다원화학,폐배터리(재활용),아이오닉,2,"₩291,000",일시,"₩582,000","₩29,100",2025-12-31,2024-11-08
20240214001,성일하이텍(주),원광전력(주),중고배터리,니로,7,"₩14,267,314",분할,"₩99,871,198","₩8,570,088",2024-02-14,2024-03-26
20250623001,고려아연㈜ 온산제련소,엠에이치기술개발,중고배터리,쏘울,20,"₩8,843,228",분할,"₩176,864,560","₩18,677,467",2025-06-23,2025-08-03
20241207002,인선모터스 주식회사,㈜ 에이치엔티,중고배터리,SM3,19,"₩453,236",분할,"₩8,611,484","₩1,262,564",2024-12-07,2025-01-07
20250223001,인선모터스 주식회사,쌍용직업전문학교,중고배터리,코나,5,"₩10,498,999",일시,"₩52,494,995","₩5,387,998",2025-02-23,2025-03-09
20250429001,(주)에이프로,㈜ 에이치엔티,중고배터리,코나,16,"₩14,192,116",후불,"₩227,073,856","₩25,555,735",2025-04-29,2025-05-16
20250110001,아이에스동서,에너지머티리얼즈 주식회사,중고배터리,포터,10,"₩8,059,006",일시,"₩80,590,060","₩6,780,658",2025-01-10,2025-01-24
20240126001,아이에스동서,한국전지연구조합,중고배터리,BlueOn,7,"₩3,028,711",선급+잔금,"₩21,200,977","₩3,012,496",2024-01-26,2024-03-02
20230319001,㈜ 에코비트프리텍,사) 울산산업기술인력양성협회,중고배터리,봉고3,11,"₩11,820,842",선급+잔금,"₩130,029,262","₩14,711,940",2023-03-19,2023-04-13
20251231329,한국환경공단,한국배터리산업협회,폐배터리(재사용),포터,5,"₩6,024,000",일시,"₩30,120,000","₩1,506,000",2025-12-31,2024-01-31
20240422002,주식회사디아이씨,부산자동차직업학교,중고배터리,레이,14,"₩9,005,094",일시,"₩126,071,316","₩16,323,713",2024-04-22,2024-05-14
20251231330,한국환경공단,주식회사 에코프로씨엔지,폐배터리(재사용),니로,4,"₩610,000",일시,"₩2,440,000","₩122,000",2025-12-31,2024-11-07
20251231331,한국환경공단,쌍용직업전문학교,폐배터리,아이오닉,1,"₩1,100,000",일시,"₩1,100,000","₩55,000",2025-12-31,2022-04-13
20240517001,한국환경공단,한국화재보험협회 부설 방재시험연구원,폐배터리(재사용),기타,2,"₩7,000,000",일시,"₩14,000,000","₩700,000",2024-05-22,2024-06-04
20240320002,한국환경공단,주식회사 알디솔루션,폐배터리(재활용),레이,3,"₩301,000",일시,"₩903,000","₩45,150",2024-03-25,2024-04-05
20240227002,주식회사디아이씨,(주)에이프로,중고배터리,아이오닉,12,"₩18,200,000",분할,"₩218,400,000","₩28,508,852",2024-02-27,2024-03-15
20251231332,한국환경공단,주식회사 에코프로씨엔지,폐배터리(재사용),포터,4,"₩610,000",일시,"₩2,440,000","₩122,000",2025-12-31,2024-11-07
20230509001,(주) 민테크,한국화학융합시험연구원,중고배터리,볼트,14,"₩13,646,008",일시,"₩191,044,112","₩21,746,728",2023-05-09,2023-05-31
20250513001,주식회사디아이씨,선광엘티아이,중고배터리,코나,15,"₩14,651,007",일시,"₩219,765,105","₩20,727,383",2025-05-13,2025-05-18
20250710001,성일하이텍(주),원광전력(주),중고배터리,레이,8,"₩979,292",일시,"₩7,834,336","₩994,375",2025-07-10,2025-07-26
20250526001,주식회사디아이씨,(주) 인지이솔루션,중고배터리,니로,18,"₩12,861,977",일시,"₩231,515,586","₩20,065,777",2025-05-26,2025-06-12
20230607001,주식회사디아이씨,하나기술,중고배터리,스파크,1,"₩2,673,615",선급+잔금,"₩2,673,615","₩225,874",2023-06-07,2023-07-06
20240417001,(주)비엠테크,에너지머티리얼즈 주식회사,중고배터리,쏘울,18,"₩997,591",선급+잔금,"₩17,956,638","₩2,641,065",2024-04-17,2024-04-23
20240821002,(주)에이텍모빌리티,(주) 다원화학,중고배터리,레이,17,"₩10,329,179",후불,"₩175,596,043","₩19,874,750",2024-08-21,2024-09-27
20240414002,고려아연㈜ 온산제련소,한국화학융합시험연구원,중고배터리,봉고3,19,"₩4,052,126",후불,"₩76,990,394","₩7,470,426",2024-04-14,2024-04-22
20251231333,한국환경공단,한국배터리산업협회,폐배터리(재사용),봉고3,5,"₩6,024,000",일시,"₩30,120,000","₩1,506,000",2025-12-31,2024-01-30
20240909002,한국환경공단,(주)비젼알앤이,폐배터리(재사용),SM3,5,"₩468,600",일시,"₩2,343,000","₩117,150",2024-09-10,2024-10-31
20240714001,(주) 아이윈,주식회사 이브이씨씨,중고배터리,니로,6,"₩21,288,005",일시,"₩127,728,030","₩8,980,894",2024-07-14,2024-08-03
20240220003,(주) 비에이에너지,태형산업,중고배터리,트위지,5,"₩13,037,790",일시,"₩65,188,950","₩9,252,211",2024-02-20,2024-03-20
20240719001,성일하이텍(주),(재) 경북하이브리드부품연구원,중고배터리,니로,14,"₩11,019,904",일시,"₩154,278,656","₩16,382,146",2024-07-19,2024-07-31
20230904001,굿바이카(주),한국화재보험협회 부설 방재시험연구원,중고배터리,쏘울,18,"₩18,200,000",후불,"₩327,600,000","₩29,956,210",2023-09-04,2023-09-21
20241201001,고려아연㈜ 온산제련소,태형산업,중고배터리,코나,7,"₩5,557,416",일시,"₩38,901,912","₩4,395,345",2024-12-01,2024-12-18
20250315001,주식회사디아이씨,(주)비젼알앤이,중고배터리,레이,20,"₩6,349,375",선급+잔금,"₩126,987,500","₩9,539,476",2025-03-15,2025-04-20
20241020001,사단법인 한국전기차리빌딩협회,한국화재보험협회 부설 방재시험연구원,중고배터리,코나,18,"₩7,852,303",일시,"₩141,341,454","₩20,532,577",2024-10-20,2024-12-01
20240712001,한국환경공단,(주)엠텍정보기술,폐배터리(재사용),볼트,2,"₩4,025,040",일시,"₩8,050,080","₩402,504",2024-07-17,2024-07-30
20240418005,한국환경공단,부경테크,폐배터리,SM3,3,"₩192,333",일시,"₩577,000","₩28,850",2024-04-19,2024-05-02
20240611003,한국환경공단,부산자동차직업학교,폐배터리(재사용),아이오닉,1,"₩700,000",일시,"₩700,000","₩35,000",2024-06-11,2024-06-24
20250101001,고려아연㈜ 온산제련소,(주)지에스원,중고배터리,쏘울,3,"₩11,279,672",일시,"₩33,839,016","₩3,588,058",2025-01-01,2025-01-07
20240605002,아이에스동서,한국전지산업협회,중고배터리,리프,19,"₩8,324,294",일시,"₩158,161,586","₩19,539,195",2024-06-05,2024-06-16
20251231334,(재)제주테크노파크,(주)솔라라이트,폐배터리(재활용),SM3,,,,"₩310,000",계약취소건,2025-12-31,2024-05-29
20250706001,(주)에이텍모빌리티,주식회사 알디솔루션,중고배터리,니로,20,"₩11,645,907",선급+잔금,"₩232,918,140","₩34,655,943",2025-07-06,2025-08-08
20231224001,선광엘티아이,굿바이카 주식회사,중고배터리,코나,1,"₩13,789,887",일시,"₩13,789,887","₩1,359,960",2023-12-24,2024-01-26
20240823001,(주) 아이윈,(주)에이프로,중고배터리,포터,13,"₩3,217,634",일시,"₩41,829,242","₩3,094,446",2024-08-23,2024-08-30
20240903002,인선모터스 주식회사,에너지머티리얼즈 주식회사,중고배터리,쏘울,2,"₩12,964,441",일시,"₩25,928,882","₩2,478,521",2024-09-03,2024-09-28
20240211001,고려아연㈜ 온산제련소,주식회사 이브이씨씨,중고배터리,SM3,11,"₩18,200,000",후불,"₩200,200,000","₩24,990,526",2024-02-11,2024-03-07
20240909003,한국환경공단,주식회사 이알,폐배터리(재활용),CEVO,1,"₩80,000",일시,"₩80,000","₩4,000",2024-09-11,2024-09-27
20250326001,성일하이텍(주),㈜ 어스앤배터리,중고배터리,코나,1,"₩11,551,152",분할,"₩11,551,152","₩1,648,866",2025. 3. 2,2025-05-09
20251231335,한국환경공단,원광전력(주),폐배터리,아이오닉,3,"₩753,333",분할,"₩2,260,000","₩113,000",2025-12-31,2022-05-31
20240213001,(주)에이프로,선광엘티아이,중고배터리,BlueOn,2,"₩9,801,232",분할,"₩19,602,464","₩2,134,978",2024-02-13,2024-02-26
20251231336,한국환경공단,"	한국화학융합시험연구원	",폐배터리,코나,2,"₩6,750,000",일시,"₩13,500,000","₩675,000",2025-12-31,2023-02-13
20251001001,성일하이텍(주),주식회사 이브이씨씨,중고배터리,코나,9,"₩9,326,368",분할,"₩83,937,312","₩12,175,998",2025-10-01,2025-11-08
20240813001,(주)에이텍모빌리티,(주)에이프로,중고배터리,아이오닉,9,"₩18,200,000",일시,"₩163,800,000","₩24,179,848",2024-08-13,2024-09-19
20251231337,한국환경공단,한국전지산업협회,폐배터리,코나,1,"₩2,200,000",분할,"₩2,200,000","₩110,000",2025-12-31,2022-05-20
20241123002,주식회사디아이씨,인선모터스 주식회사,중고배터리,포터,1,"₩18,200,000",일시,"₩18,200,000","₩1,670,203",2024-11-23,2024-12-31
20251231338,한국환경공단,사단법인 한국전기차리빌딩협회,폐배터리,코나,1,"₩2,250,000",일시,"₩2,250,000","₩112,500",2025-12-31,2022-04-20
20240517004,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),니로,3,"₩2,633,333",일시,"₩7,900,000","₩395,000",2024-05-21,2024-06-03
20240707001,성일하이텍(주),(주) 솔라라이트,중고배터리,볼트,3,"₩13,284,492",일시,"₩39,853,476","₩3,042,891",2024-07-07,2024-08-12
20250417001,주식회사디아이씨,쌍용직업전문학교,중고배터리,리프,3,"₩353,027",일시,"₩1,059,081","₩146,244",2025-04-17,2025-05-24
20241018001,성일하이텍(주),㈜ 이알,중고배터리,BlueOn,9,"₩12,633,574",일시,"₩113,702,166","₩14,676,497",2024-10-18,2024-11-23
20241129001,고려아연㈜ 온산제련소,(주)에이텍모빌리티,중고배터리,봉고3,6,"₩2,700,091",일시,"₩16,200,546","₩1,902,987",2024. 11. ,2024-12-21
20250526001,주식회사디아이씨,(주) 인지이솔루션,중고배터리,레이,6,"₩632,447",일시,"₩3,794,682","₩353,148",2025-05-26,2025-06-12
20240824001,하나기술,(주)지에스원,중고배터리,코나,17,"₩4,394,967",일시,"₩74,714,439","₩8,317,169",2024-08-24,2024-09-22
20251231339,한국환경공단,에이프로,폐배터리(재사용),포터,1,"₩1,523,000",일시,"₩1,523,000","₩76,150",2025-12-31,2025-03-10
20230618002,성일하이텍(주),태형리싸이클링,중고배터리,코나,20,"₩4,015,656",일시,"₩80,313,120","₩8,696,846",2023-06-18,2023-06-24
20251231340,한국환경공단,(주)민테크,폐배터리,레이,5,"₩3,794,000",일시,"₩18,970,000","₩948,500",2025-12-31,2023-03-09
20251231341,한국환경공단,(주)어스텍,폐배터리,니로,2,"₩2,686,613",일시,"₩5,373,225","₩268,661",2025-12-31,2022-04-26
20240917001,인선모터스 주식회사,태산시스템,중고배터리,아이오닉,2,"₩10,432,261",일시,"₩20,864,522","₩1,747,325",2024-09-17,2024-10-28
20251231342,한국환경공단,한국전지산업협회,폐배터리,코나,1,"₩3,300,000",분할,"₩3,300,000","₩165,000",2025-12-31,2022-05-20
20240808001,한국환경공단,주식회사이투지,폐배터리(재사용),코나,2,"₩2,700,001",일시,"₩5,400,002","₩270,000",2024-08-09,2024-08-23
20251231343,한국환경공단,(주)솔라라이트,폐배터리(재활용),코나,5,"₩1,280,000",일시,"₩6,400,000","₩320,000",2025-12-31,2022-11-09
20251231344,한국환경공단,주식회사 에코비트프리텍 2공장,폐배터리,아이오닉,1,"₩880,000",일시,"₩880,000","₩44,000",2025-12-31,2022-03-07
20240603001,고려아연㈜ 온산제련소,(주)지에스원,중고배터리,D2,13,"₩10,896,407",선급+잔금,"₩141,653,291","₩15,336,493",2024-06-03,2024-06-09
20250805001,㈜ 에코비트프리텍,굿바이카 주식회사,중고배터리,니로,6,"₩4,290,468",후불,"₩25,742,808","₩2,889,692",2025-08-05,2025-09-13
20230828001,(주)에이텍모빌리티,태형산업,중고배터리,레이,20,"₩958,302",선급+잔금,"₩19,166,040","₩2,234,202",2023-08-28,2023-09-11
20241005001,고려아연㈜ 온산제련소,(주)비젼알앤이,중고배터리,포터,9,"₩12,618,729",일시,"₩113,568,561","₩11,675,220",2024-10-05,2024-11-03
20241013001,성일하이텍(주),공주대학교,중고배터리,니로,12,"₩11,443,929",일시,"₩137,327,148","₩12,818,880",2024-10-13,2024-11-14
20230413001,고려아연㈜ 온산제련소,주식회사 시너지,중고배터리,아이오닉,15,"₩4,059,137",일시,"₩60,887,055","₩7,130,877",2023-04-13,2023-05-21
20240423001,(주)에이프로,하나기술,중고배터리,E-FIIBIRD,14,"₩11,421,471",일시,"₩159,900,594","₩17,104,875",2024-04-23,2024-05-18
20251231345,한국환경공단,주식회사이브이씨씨,폐배터리(재활용),아이오닉,2,"₩625,000",일시,"₩1,250,000","₩62,500",2025-12-31,2023-11-07
20241020001,사단법인 한국전기차리빌딩협회,한국화재보험협회 부설 방재시험연구원,중고배터리,쏘울,5,"₩10,076,203",일시,"₩50,381,015","₩5,428,798",2024-10-20,2024-12-01
20240117001,(주) 민테크,사) 울산산업기술인력양성협회,중고배터리,니로,12,"₩13,983,616",후불,"₩167,803,392","₩19,579,918",2024-01-18,2024-01-27
20251231346,한국환경공단,(주)비젼알앤이,폐배터리(재사용),SM3,5,"₩468,600",일시,"₩2,343,000","₩117,150",2025-12-31,2024-10-31
20240417001,(주)비엠테크,에너지머티리얼즈 주식회사,중고배터리,코나,10,"₩12,160,262",선급+잔금,"₩121,602,620","₩12,058,384",2024-04-17,2024-04-23
20240313004,고려아연㈜ 온산제련소,주식회사 인터맥,중고배터리,CEVO,3,"₩895,542",일시,"₩2,686,626","₩205,448",2024-03-13,2024-04-20
20251231347,한국환경공단,인선모터스 주식회사,폐배터리(재사용),포터,1,"₩1,610,000",일시,"₩1,610,000","₩80,500",2025-12-31,2025-03-10
20230428001,㈜ 어스앤배터리,(주) 씨알메탈,중고배터리,D2,12,"₩9,989,782",후불,"₩119,877,384","₩15,204,982",2023-04-28,2023-05-13
20240509008,(재)제주테크노파크,(주)솔라라이트,폐배터리(재활용),BlueOn,1,"₩320,000",일시,"₩320,000","₩16,000",2024-05-16,2024-05-29
20240322004,한국환경공단,(주)솔라라이트,폐배터리(재활용),볼트,2,"₩900,000",일시,"₩1,800,000","₩90,000",2024-03-27,2024-04-09
20250709001,㈜ 에코비트프리텍,태형산업,중고배터리,D2,17,"₩6,128,776",선급+잔금,"₩104,189,192","₩8,153,334",2025-07-09,2025-08-03
20251231348,한국환경공단,한국전지산업협회,폐배터리,코나,1,"₩3,300,000",분할,"₩3,300,000","₩165,000",2025-12-31,2022-05-20
20251231349,한국환경공단,(주)솔라라이트,폐배터리(재활용),포터,3,"₩1,433,333",일시,"₩4,300,000","₩215,000",2025-12-31,2023-04-06
20251231350,한국환경공단,(주)솔라라이트,폐배터리(재활용),기타,14,"₩299,286",일시,"₩4,190,000","₩209,500",2025-12-31,2024-01-04
20251231351,한국환경공단,(주)비젼알앤이,폐배터리,기타,3180,"₩1,035",분할,"₩3,291,240","₩164,562",2025-12-31,2025-01-31
20240909002,한국환경공단,(주)비젼알앤이,폐배터리(재사용),아이오닉,5,"₩468,600",일시,"₩2,343,000","₩117,150",2024-09-10,2024-09-26
20250119001,(주)에이프로,주식회사 알오씨오토시스템,중고배터리,니로,2,"₩6,619,511",일시,"₩13,239,022","₩1,816,307",2025-01-19,2025-01-24
20240716005,주식회사 피엠그로우,㈜ 에이치엔티,중고배터리,코나,6,"₩1,682,479",후불,"₩10,094,874","₩1,486,182",2024-07-16,2024-07-22
20251231352,한국환경공단,(주)솔라라이트,폐배터리(재활용),볼트,3,"₩1,433,333",일시,"₩4,300,000","₩215,000",2025-12-31,2023-04-06
20240825001,주식회사디아이씨,(재) 제주테크노파크,중고배터리,코나,8,"₩2,159,196",일시,"₩17,273,568","₩1,368,319",2024-08-25,2024-09-01
20250216001,주식회사 레플러스,㈜ 이알,중고배터리,SM3,19,"₩328,263",일시,"₩6,236,997","₩904,807",2025-02-16,2025-03-20
20251231353,한국환경공단,부경테크,폐배터리(재사용),블루온,2,"₩897,500",일시,"₩1,795,000","₩89,750",2025-12-31,2023-08-02
20240611005,고려아연㈜ 온산제련소,(주) 솔라라이트,중고배터리,마프M1,18,"₩564,889",일시,"₩10,168,002","₩726,117",2024-06-11,2024-06-30
20251231354,한국환경공단,한국전지산업협회,폐배터리(재사용),SM3,1,"₩1,250,000",일시,"₩1,250,000","₩62,500",2025-12-31,2022-10-06
20250807002,(주) 아이윈,사단법인 한국전기차리빌딩협회,중고배터리,스파크,15,"₩8,698,998",일시,"₩130,484,970","₩15,982,024",2025-08-07,2025-08-19
20251231355,한국환경공단,주식회사이브이씨씨,폐배터리(재사용),코나,1,"₩3,300,000",일시,"₩3,300,000","₩165,000",2025-12-31,2023-11-27
20240310001,(주) 인지이솔루션,주식회사 알오씨오토시스템,중고배터리,포터,18,"₩9,531,420",후불,"₩171,565,560","₩20,895,460",2024-03-10,2024-04-22
20251231356,한국환경공단,태형산업,폐배터리(재활용),코나,7,"₩600,000",일시,"₩4,200,000","₩210,000",2025-12-31,2022-07-01
20251231357,한국환경공단,(주)포엔,폐배터리(재사용),포터,2,"₩2,850,000",일시,"₩5,700,000","₩285,000",2025-12-31,2023-06-29
20240921001,고려아연㈜ 온산제련소,(재) 제주테크노파크,중고배터리,스파크,15,"₩14,693,390",일시,"₩220,400,850","₩31,060,475",2024-09-21,2024-10-03
20240209001,성일하이텍(주),주식회사 비텍스,중고배터리,니로,12,"₩2,769,148",일시,"₩33,229,776","₩2,767,355",2024-02-09,2024-02-27
20240312001,(주) 비에이에너지,(주) 어스텍,중고배터리,코나,4,"₩11,931,328",분할,"₩47,725,312","₩6,756,519",2024-03-12,2024-04-24
20231021001,한국화재보험협회 부설 방재시험연구원,㈜ 어스앤배터리,중고배터리,SM3,19,"₩9,984,937",일시,"₩189,713,803","₩16,798,377",2023-10-21,2023-11-28
20251231358,한국환경공단,사단법인 한국전기차리빌딩협회,폐배터리(재사용),코나,1,"₩3,633,135",일시,"₩3,633,135","₩181,657",2025-12-31,2022-07-27
20231028001,고려아연㈜ 온산제련소,디에이팩토리,중고배터리,SM3,11,"₩2,098,990",분할,"₩23,088,890","₩2,909,645",2023-10-28,2023-11-14
20240909002,한국환경공단,(주)비젼알앤이,폐배터리(재사용),봉고3,5,"₩468,600",일시,"₩2,343,000","₩117,150",2024-09-10,2024-10-31
20240517002,한국환경공단,신오케미칼(주)안성공장,폐배터리(재활용),BlueOn,7,"₩249,660",일시,"₩1,747,600","₩87,380",2024-05-20,2024-05-31
20251231359,한국환경공단,(주)민테크,폐배터리(재사용),코나,3,"₩4,541,880",일시,"₩13,625,640","₩681,282",2025-12-31,2023-11-28
20250817001,(주)에이프로,아이에스동서,중고배터리,D2,8,"₩18,200,000",일시,"₩145,600,000","₩14,487,282",2025-08-17,2025-09-25
20250814001,주식회사디아이씨,사) 울산산업기술인력양성협회,중고배터리,아이오닉,19,"₩6,621,366",일시,"₩125,805,954","₩12,225,971",2025-08-14,2025-09-09
20250513001,주식회사디아이씨,선광엘티아이,중고배터리,쏘울,9,"₩600,269",일시,"₩5,402,421","₩481,094",2025-05-13,2025-05-18
20240909009,(주) 아이윈,주식회사 시너지,중고배터리,니로,2,"₩11,190,315",일시,"₩22,380,630","₩2,188,180",2024-09-09,2024-10-05
20240909008,한국환경공단,(주)엠텍정보기술,폐배터리(재사용),볼트,1,"₩2,350,000",일시,"₩2,350,000","₩117,500",2024-09-11,2024-09-27
20230520002,인선모터스 주식회사,성일하이텍(주),중고배터리,D2,16,"₩1,040,846",선급+잔금,"₩16,653,536","₩1,266,172",2023-05-20,2023-05-28
20240909010,고려아연㈜ 온산제련소,사단법인 한국전기차리빌딩협회,중고배터리,코나,14,"₩14,268,974",일시,"₩199,765,636","₩26,952,564",2024-09-09,2024-09-16
20230327001,아이에스동서,(주)에이텍모빌리티,중고배터리,CEVO,7,"₩14,467,098",일시,"₩101,269,686","₩13,128,786",2023-03-29,2023-04-29
20250127001,아이에스동서,원광전력(주),중고배터리,SM3,4,"₩14,378,366",선급+잔금,"₩57,513,464","₩6,716,884",2025-01-27,2025-02-21
20240615001,(주)에이텍모빌리티,우성연합주식회사,중고배터리,마프M1,6,"₩5,615,363",일시,"₩33,692,178","₩4,917,522",2024-06-15,2024-07-21
20230404001,(주)에이프로,주식회사 시너지,중고배터리,코나,11,"₩19,692,756",일시,"₩216,620,316","₩22,452,568",2023-04-04,2023-04-09
20251231360,한국환경공단,부경테크,폐배터리(재사용),SM3,2,"₩897,500",일시,"₩1,795,000","₩89,750",2025-12-31,2023-08-02
20230717001,인선모터스 주식회사,사단법인 한국전기차리빌딩협회,중고배터리,코나,4,"₩2,550,797",분할,"₩10,203,188","₩1,118,515",2023-07-17,2023-07-26
20251231361,한국환경공단,성일하이텍(주),폐배터리(재사용),트위지,54,"₩112,531",일시,"₩6,076,675","₩303,834",2025-12-31,2025-02-04
20231208003,주식회사디아이씨,공주대학교,중고배터리,레이,11,"₩7,294,537",분할,"₩80,239,907","₩6,942,575",2023-12-08,2023-12-18
20251231362,한국환경공단,(주)어스텍,폐배터리,코나,3,"₩3,300,856",일시,"₩9,902,570","₩495,129",2025-12-31,2022-06-03
20250901001,주식회사디아이씨,쌍용직업전문학교,중고배터리,D2,7,"₩13,328,989",일시,"₩93,302,923","₩11,477,688",2025-09-01,2025-09-20
20250313002,고려아연㈜ 온산제련소,(주)엠텍정보기술,중고배터리,포터,14,"₩9,526,915",일시,"₩133,376,810","₩17,408,201",2025-03-13,2025-04-06
20250114001,(주) 민테크,주식회사 에코프로씨엔,중고배터리,쏘울,11,"₩14,281,925",선급+잔금,"₩157,101,175","₩20,090,239",2025. 1. 1,2025-01-19
20250623001,고려아연㈜ 온산제련소,엠에이치기술개발,중고배터리,포터,11,"₩8,974,149",분할,"₩98,715,639","₩9,914,734",2025-06-23,2025-08-03
20250706001,(주)에이텍모빌리티,주식회사 알디솔루션,중고배터리,쏘울,15,"₩846,537",선급+잔금,"₩12,698,055","₩1,753,070",2025-07-06,2025-08-08
20250115001,하나기술,태형리싸이클링,중고배터리,니로,18,"₩9,606,674",선급+잔금,"₩172,920,132","₩16,906,430",2025. 1. 1,2025-01-25
20240209002,인선모터스 주식회사,굿바이카(주),중고배터리,볼트,3,"₩3,073,447",분할,"₩9,220,341","₩1,053,484",2024-02-09,2024-03-11
20240707001,성일하이텍(주),(주) 솔라라이트,중고배터리,쏘울,6,"₩10,320,010",일시,"₩61,920,060","₩6,137,147",2024-07-07,2024-08-12
