제작사,제원관리번호,차명,연식,제작일자,셀 간 균형,평균전압_OCV_meas,SOC_calc,사용연수(t),캘린더 열화(△Q_cal),사이클 열화(△Q_cyc),SoH_pred(%),취득원가,연간감가비,조정연간감가비,중고거래가격
현대자동차(주),A0810010900691219,코나 일렉트릭 (KONA ELECTRIC),2019,2019-06-19,경고,3.72,83.05047625,6.080555556,0.049317565,0.162724983,80.1577,"₩26,300,000 ","₩7,965,528 ","₩9,937,321 ","₩16,362,679 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-10-01,정상,3.89875,89.3343488,5.797222222,0.048154843,0.085473899,83.2036,"₩26,300,000 ","₩7,594,361 ","₩9,127,443 ","₩17,172,557 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-10-01,정상,3.72,83.05047625,6.797222222,0.052142966,0.168952625,77.958,"₩26,300,000 ","₩8,904,361 ","₩11,421,998 ","₩14,878,002 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-08-14,심각,3.72,83.05047625,5.927777778,0.048694056,0.034279179,79.9915,"₩26,300,000 ","₩7,765,389 ","₩9,707,768 ","₩16,592,232 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-10-22,경고,3.72,83.05047625,5.738888889,0.047911956,0.139384894,74.4996,"₩26,300,000 ","₩7,517,944 ","₩10,091,255 ","₩16,208,745 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-11,우수,4.125833333,95.86288108,6.352777778,0.050409435,0.08268886,68.5286,"₩26,300,000 ","₩8,322,139 ","₩12,144,038 ","₩14,155,962 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-10-26,정상,4.134166667,96.12255988,5.727777778,0.047865552,0.15285443,95.5318,"₩26,300,000 ","₩7,503,389 ","₩7,854,336 ","₩18,445,664 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-07-30,우수,3.880833333,88.79335298,5.966666667,0.048853523,0.073483629,74.3043,"₩26,300,000 ","₩7,816,333 ","₩10,519,355 ","₩15,780,645 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-25,우수,3.812083333,86.5540079,6.313888889,0.050254906,0.116662939,86.0813,"₩26,300,000 ","₩8,271,194 ","₩9,608,584 ","₩16,691,416 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-02,정상,3.54,75.37251487,6.294444444,0.050177463,0.054093335,72.0638,"₩26,300,000 ","₩8,245,722 ","₩11,442,253 ","₩14,857,747 "
현대자동차(주),A0810010901141219,코나 일렉트릭 (KONA ELECTRIC),2020,2019-12-03,정상,3.54,75.37251487,5.625,0.047434165,0.116181501,68.0368,"₩26,300,000 ","₩7,368,750 ","₩10,830,536 ","₩15,469,464 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-01-24,경고,3.55375,75.95012232,6.483333333,0.050924781,0.076448652,94.4075,"₩26,300,000 ","₩8,493,167 ","₩8,996,284 ","₩17,303,716 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-06-01,경고,4.019583333,92.81946331,7.130555556,0.0534062,0.14404921,64.9443,"₩26,300,000 ","₩9,341,028 ","₩14,383,137 ","₩11,916,863 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-10-31,우수,4.018541667,92.7901324,5.716666667,0.047819104,0.154204699,87.9798,"₩26,300,000 ","₩7,488,833 ","₩8,511,992 ","₩17,788,008 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-01-30,정상,4.02,92.83119567,6.466666667,0.050859283,0.078228959,58.2448,"₩26,300,000 ","₩8,471,333 ","₩14,544,360 ","₩11,755,640 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-01-25,정상,4.02,92.83119567,6.480555556,0.050913871,0.174069394,74.317,"₩26,300,000 ","₩8,489,528 ","₩11,423,399 ","₩14,876,601 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-02-18,우수,4.02,92.83119567,6.416666667,0.050662281,0.148230814,95.238,"₩26,300,000 ","₩8,405,833 ","₩8,826,134 ","₩17,473,866 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-22,정상,4.02,92.83119567,6.322222222,0.050288059,0.076328744,98.0196,"₩26,300,000 ","₩8,282,111 ","₩8,449,444 ","₩17,850,556 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-15,경고,4.141666667,96.35627079,6.175,0.049699095,0.083245402,80.537,"₩26,300,000 ","₩8,089,250 ","₩10,044,141 ","₩16,255,859 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-02-20,심각,4.02,92.83119567,6.411111111,0.050640344,0.083936431,79.4249,"₩26,300,000 ","₩8,398,556 ","₩10,574,210 ","₩15,725,790 "
현대자동차(주),A0810010900691219,코나 일렉트릭 (KONA ELECTRIC),2019,2019-06-20,경고,4.140833333,96.33030291,6.077777778,0.049306299,0.192360082,77.4498,"₩26,300,000 ","₩7,961,889 ","₩10,280,064 ","₩16,019,936 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-05,경고,4.140208333,96.310827,6.369444444,0.050475517,0.15389567,61.199,"₩26,300,000 ","₩8,343,972 ","₩13,634,164 ","₩12,665,836 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-01-10,경고,4.14,96.30433503,6.522222222,0.051077283,0.104870741,54.4562,"₩26,300,000 ","₩8,544,111 ","₩15,689,878 ","₩10,610,122 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-02-14,심각,4.14,96.30433503,6.427777778,0.050706125,0.167401075,81.6612,"₩26,300,000 ","₩8,420,389 ","₩10,311,371 ","₩15,988,629 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-13,정상,4.02,92.83119567,6.263888889,0.050055525,0.158966654,70.28,"₩26,300,000 ","₩8,205,694 ","₩11,675,718 ","₩14,624,282 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-13,정상,4.14,96.30433503,6.263888889,0.050055525,0.119404356,63.8911,"₩26,300,000 ","₩8,205,694 ","₩12,843,251 ","₩13,456,749 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-07,우수,4.02,92.83119567,6.197222222,0.049788441,0.087244416,81.9541,"₩26,300,000 ","₩8,118,361 ","₩9,905,985 ","₩16,394,015 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-21,경고,4.14,96.30433503,6.325,0.050299105,0.196885453,94.553,"₩26,300,000 ","₩8,285,750 ","₩8,763,075 ","₩17,536,925 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-10,경고,4.14,96.30433503,6.188888889,0.049754955,0.188925523,70.258,"₩26,300,000 ","₩8,107,444 ","₩11,539,532 ","₩14,760,468 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-06-21,정상,4.02,92.83119567,6.075,0.04929503,0.15205133,87.6514,"₩26,300,000 ","₩7,958,250 ","₩9,079,433 ","₩17,220,567 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-08-01,우수,4.02,92.83119567,5.963888889,0.048842149,0.153257861,74.4409,"₩26,300,000 ","₩7,812,694 ","₩10,495,164 ","₩15,804,836 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-25,우수,4.14,96.30433503,6.230555556,0.049922162,0.157451355,58.8061,"₩26,300,000 ","₩8,162,028 ","₩13,879,560 ","₩12,420,440 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-10-15,우수,4.02,92.83119567,5.758333333,0.047993055,0.17185327,72.9628,"₩26,300,000 ","₩7,543,417 ","₩10,338,716 ","₩15,961,284 "
현대자동차(주),A0810010901141219,코나 일렉트릭 (KONA ELECTRIC),2020,2019-11-16,우수,4.02,92.83119567,5.672222222,0.047632855,0.143077507,66.5677,"₩26,300,000 ","₩7,430,611 ","₩11,162,487 ","₩15,137,513 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-10-27,정상,4.017708333,92.76666768,6.725,0.05186521,0.188507482,78.0637,"₩26,300,000 ","₩8,809,750 ","₩11,285,335 ","₩15,014,665 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-07-09,경고,4.14,96.30433503,6.025,0.049091751,0.112287527,50.0903,"₩26,300,000 ","₩7,892,750 ","₩15,757,043 ","₩10,542,957 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-06-24,경고,4.14,96.30433503,6.066666667,0.049261209,0.131410361,79.7466,"₩26,300,000 ","₩7,947,333 ","₩9,965,733 ","₩16,334,267 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-10-09,심각,4.14,96.30433503,6.775,0.05205766,0.16155729,82.9544,"₩26,300,000 ","₩8,875,250 ","₩10,698,950 ","₩15,601,050 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-09-14,경고,4.14,96.30433503,6.844444444,0.052323778,0.191297164,70.3152,"₩26,300,000 ","₩8,966,222 ","₩12,751,471 ","₩13,548,529 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-10-08,경고,4.14,96.30433503,5.777777778,0.048074017,0.12458089,98.4436,"₩26,300,000 ","₩7,568,889 ","₩7,688,554 ","₩18,611,446 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-11-19,경고,4.14,96.30433503,6.663888889,0.051629019,0.202751463,66.7473,"₩26,300,000 ","₩8,729,694 ","₩13,078,723 ","₩13,221,277 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-09-19,우수,4.14,96.30433503,5.830555556,0.048293087,0.126240654,65.2204,"₩26,300,000 ","₩7,638,028 ","₩11,711,102 ","₩14,588,898 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-11-12,경고,4.14,96.30433503,5.683333333,0.047679485,0.1511461,98.484,"₩26,300,000 ","₩7,445,167 ","₩7,559,773 ","₩18,740,227 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-07-31,심각,3.56,76.21190431,5.966666667,0.048853523,0.10005519,68.9131,"₩26,300,000 ","₩7,816,333 ","₩11,342,304 ","₩14,957,696 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-05-30,경고,3.799583333,86.13305543,7.133333333,0.053416602,0.15666403,78.9113,"₩26,300,000 ","₩9,344,667 ","₩11,841,988 ","₩14,458,012 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-02-25,경고,3.8,86.14708718,6.397222222,0.050585461,0.175479095,69.7436,"₩26,300,000 ","₩8,380,361 ","₩12,015,957 ","₩14,284,043 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-07,심각,3.8,86.14708718,6.363888889,0.050453499,0.080360174,52.3677,"₩26,300,000 ","₩8,336,694 ","₩15,919,535 ","₩10,380,465 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-05-30,정상,3.8,86.14708718,7.133333333,0.053416602,0.185232898,81.1092,"₩26,300,000 ","₩9,344,667 ","₩11,521,093 ","₩14,778,907 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-13,정상,3.8,86.14708718,6.180555556,0.049721446,0.090911389,85.3384,"₩26,300,000 ","₩8,096,528 ","₩9,487,555 ","₩16,812,445 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-01-22,경고,4.142916667,96.39522261,6.488888889,0.050946595,0.15095696,95.096,"₩26,300,000 ","₩8,500,444 ","₩8,938,803 ","₩17,361,197 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-01-21,심각,4.141041667,96.33679488,6.491666667,0.050957499,0.169303868,77.6855,"₩26,300,000 ","₩8,504,083 ","₩10,946,809 ","₩15,353,191 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-06-03,경고,3.8,86.14708718,6.125,0.049497475,0.13075563,87.0605,"₩26,300,000 ","₩8,023,750 ","₩9,216,292 ","₩17,083,708 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-15,정상,3.8,86.14708718,6.175,0.049699095,0.117227806,66.4553,"₩26,300,000 ","₩8,089,250 ","₩12,172,468 ","₩14,127,532 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-26,우수,4.16,96.99975605,6.227777778,0.049911032,0.103148276,98.9775,"₩26,300,000 ","₩8,158,389 ","₩8,242,670 ","₩18,057,330 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-22,우수,4.16,96.99975605,6.155555556,0.049620784,0.155114993,91.8836,"₩26,300,000 ","₩8,063,778 ","₩8,776,079 ","₩17,523,921 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-09,정상,4.090625,94.80658791,6.275,0.0500999,0.156735188,60.1439,"₩26,300,000 ","₩8,220,250 ","₩13,667,637 ","₩12,632,363 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-01-21,정상,3.731875,83.49667791,6.491666667,0.050957499,0.083704934,75.0159,"₩26,300,000 ","₩8,504,083 ","₩11,336,374 ","₩14,963,626 "
현대자동차(주),A0810010901131219,코나 일렉트릭 (KONA ELECTRIC),2020,2020-03-24,경고,3.74,83.81884739,5.316666667,0.046115796,0.189415074,55.0956,"₩26,300,000 ","₩6,964,833 ","₩12,641,360 ","₩13,658,640 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-09-21,경고,4.119375,95.66163001,5.825,0.048270074,0.105278268,59.3899,"₩26,300,000 ","₩7,630,750 ","₩12,848,565 ","₩13,451,435 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-11-06,정상,4.108333333,95.32521022,5.7,0.047749346,0.164514352,82.724,"₩26,300,000 ","₩7,467,000 ","₩9,026,401 ","₩17,273,599 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-08-28,심각,4.107708333,95.3069059,5.888888889,0.048534066,0.184490393,91.0329,"₩26,300,000 ","₩7,714,444 ","₩8,474,348 ","₩17,825,652 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-06-13,정상,3.74,83.81884739,6.097222222,0.049385108,0.161168263,79.3764,"₩26,300,000 ","₩7,987,361 ","₩10,062,640 ","₩16,237,360 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-07-07,심각,3.74,83.81884739,7.030555556,0.05303039,0.188792791,74.6921,"₩26,300,000 ","₩9,210,028 ","₩12,330,659 ","₩13,969,341 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-07-28,경고,3.739166667,83.78394312,6.972222222,0.052809932,0.104228865,54.4641,"₩26,300,000 ","₩9,133,611 ","₩16,769,966 ","₩9,530,034 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-21,우수,4.12,95.68110592,6.325,0.050299105,0.10621761,83.863,"₩26,300,000 ","₩8,285,750 ","₩9,880,102 ","₩16,419,898 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-08,경고,4.12,95.68110592,6.194444444,0.049777282,0.080044614,69.3377,"₩26,300,000 ","₩8,114,722 ","₩11,703,189 ","₩14,596,811 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-07-08,정상,3.579791667,77.10903322,6.027777778,0.049103066,0.168393266,69.3233,"₩26,300,000 ","₩7,896,389 ","₩11,390,671 ","₩14,909,329 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-12,우수,3.58,77.11905224,6.35,0.050398413,0.063912811,93.0338,"₩26,300,000 ","₩8,318,500 ","₩8,941,374 ","₩17,358,626 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-02-21,우수,3.58,77.11905224,6.408333333,0.050629372,0.074988998,56.8664,"₩26,300,000 ","₩8,394,917 ","₩14,762,525 ","₩11,537,475 "
현대자동차(주),A0810010901151219,코나 일렉트릭 (KONA ELECTRIC),2020,2020-10-26,심각,3.58,77.11905224,4.727777778,0.043486907,0.078898423,70.397,"₩26,300,000 ","₩6,193,389 ","₩8,797,802 ","₩17,502,198 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-27,정상,4.12,95.68110592,6.308333333,0.050232791,0.110386795,72.2496,"₩26,300,000 ","₩8,263,917 ","₩11,438,010 ","₩14,861,990 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-19,경고,3.58,77.11905224,6.247222222,0.049988888,0.059630899,79.4031,"₩26,300,000 ","₩8,183,861 ","₩10,306,727 ","₩15,993,273 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-23,경고,3.58,77.11905224,6.236111111,0.049944414,0.076020859,90.3385,"₩26,300,000 ","₩8,169,306 ","₩9,042,994 ","₩17,257,006 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-29,우수,3.58,77.11905224,6.219444444,0.049877628,0.112240868,85.9772,"₩26,300,000 ","₩8,147,472 ","₩9,476,317 ","₩16,823,683 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-07-05,심각,3.58,77.11905224,6.036111111,0.049136997,0.098033481,61.3507,"₩26,300,000 ","₩7,907,306 ","₩12,888,697 ","₩13,411,303 "
현대자동차(주),A0810010901151219,코나 일렉트릭 (KONA ELECTRIC),2020,2020-07-22,정상,3.744583333,84.01082085,4.988888889,0.044671642,0.073280819,80.5663,"₩26,300,000 ","₩6,535,444 ","₩8,111,884 ","₩18,188,116 "
현대자동차(주),A0810010901151219,코나 일렉트릭 (KONA ELECTRIC),2020,2019-11-16,정상,3.7525,84.34241137,5.672222222,0.047632855,0.159199565,84.5499,"₩26,300,000 ","₩7,430,611 ","₩8,788,433 ","₩17,511,567 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-20,심각,3.579375,77.08899519,6.244444444,0.049977773,0.171567484,77.3764,"₩26,300,000 ","₩8,180,222 ","₩10,571,986 ","₩15,728,014 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-18,심각,3.579583333,77.09901421,6.166666667,0.049665548,0.095876869,64.88,"₩26,300,000 ","₩8,078,333 ","₩12,451,192 ","₩13,848,808 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-07-12,정상,4.12,95.68110592,6.016666667,0.049057789,0.079229636,78.8168,"₩26,300,000 ","₩7,881,833 ","₩10,000,195 ","₩16,299,805 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-03-12,우수,3.586666667,77.43966079,6.35,0.050398413,0.092740479,84.6795,"₩26,300,000 ","₩8,318,500 ","₩9,823,511 ","₩16,476,489 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-09-05,우수,4.12,95.68110592,5.869444444,0.048453873,0.08525587,97.2148,"₩26,300,000 ","₩7,688,972 ","₩7,909,261 ","₩18,390,739 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-10-18,우수,4.12,95.68110592,5.75,0.047958315,0.10244788,91.4474,"₩26,300,000 ","₩7,532,500 ","₩8,236,976 ","₩18,063,024 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-10-26,경고,4.12,95.68110592,6.727777778,0.05187592,0.092898749,77.7947,"₩26,300,000 ","₩8,813,389 ","₩11,329,035 ","₩14,970,965 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-11-16,경고,4.12,95.68110592,6.672222222,0.05166129,0.136022627,83.4058,"₩26,300,000 ","₩8,740,611 ","₩10,479,620 ","₩15,820,380 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-29,정상,3.487291667,73.1147753,6.219444444,0.049877628,0.076046788,83.2172,"₩26,300,000 ","₩8,147,472 ","₩9,790,611 ","₩16,509,389 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-11-14,우수,3.499791667,73.6309381,6.677777778,0.051682793,0.175915481,67.2677,"₩26,300,000 ","₩8,747,889 ","₩13,004,590 ","₩13,295,410 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-07-27,경고,3.5,73.63954082,5.975,0.048887626,0.075739585,77.285,"₩26,300,000 ","₩7,827,250 ","₩10,127,774 ","₩16,172,226 "
현대자동차(주),A0810010901121219,코나 일렉트릭 (KONA ELECTRIC),2020,2019-11-21,심각,3.919375,89.94095148,5.658333333,0.047574503,0.081224772,69.7111,"₩26,300,000 ","₩7,412,417 ","₩10,633,051 ","₩15,666,949 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-02-16,심각,3.92,89.95907409,6.422222222,0.050684207,0.067999734,56.7652,"₩26,300,000 ","₩8,413,111 ","₩14,820,896 ","₩11,479,104 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-02-15,정상,3.76,84.65654976,6.425,0.050695167,0.157541775,66.1033,"₩26,300,000 ","₩8,416,750 ","₩12,732,723 ","₩13,567,277 "
현대자동차(주),A0810010901181219,코나 일렉트릭 (KONA ELECTRIC),2020,2020-04-14,정상,3.92,89.95907409,5.261111111,0.045874224,0.163932003,91.8511,"₩26,300,000 ","₩6,892,056 ","₩7,503,509 ","₩18,796,491 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-09-13,경고,3.759791667,84.6478237,6.847222222,0.052334395,0.207139929,98.2133,"₩26,300,000 ","₩8,969,861 ","₩9,133,041 ","₩17,166,959 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-08-21,우수,3.76,84.65654976,5.908333333,0.048614127,0.091019396,88.8727,"₩26,300,000 ","₩7,739,917 ","₩8,708,992 ","₩17,591,008 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-11-22,정상,3.76,84.65654976,6.655555556,0.051596727,0.099516219,76.1032,"₩26,300,000 ","₩8,718,778 ","₩11,456,519 ","₩14,843,481 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-29,심각,3.92,89.95907409,6.136111111,0.04954235,0.168922169,70.8546,"₩26,300,000 ","₩8,038,306 ","₩11,344,790 ","₩14,955,210 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-08-22,우수,3.92,89.95907409,5.905555556,0.048602698,0.165136133,92.757,"₩26,300,000 ","₩7,736,278 ","₩8,340,371 ","₩17,959,629 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-10-01,경고,3.92,89.95907409,5.797222222,0.048154843,0.15213662,58.97,"₩26,300,000 ","₩7,594,361 ","₩12,878,347 ","₩13,421,653 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-09-07,심각,3.92,89.95907409,5.863888889,0.048430936,0.114406913,87.9551,"₩26,300,000 ","₩7,681,694 ","₩8,733,654 ","₩17,566,346 "
현대자동차(주),A0810010901151219,코나 일렉트릭 (KONA ELECTRIC),2020,2019-12-04,우수,3.92,89.95907409,5.622222222,0.047422451,0.193176661,88.4788,"₩26,300,000 ","₩7,365,111 ","₩8,324,153 ","₩17,975,847 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-22,정상,4.04,93.38570573,6.238888889,0.049955536,0.154283802,98.1168,"₩26,300,000 ","₩8,172,944 ","₩8,329,811 ","₩17,970,189 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-02-20,경고,4.04,93.38570573,6.411111111,0.050640344,0.049638126,65.3634,"₩26,300,000 ","₩8,398,556 ","₩12,849,019 ","₩13,450,981 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-26,우수,4.04,93.38570573,6.227777778,0.049911032,0.111514874,51.7837,"₩26,300,000 ","₩8,158,389 ","₩15,754,743 ","₩10,545,257 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-06-22,경고,4.04,93.38570573,6.072222222,0.049283759,0.093820834,74.5787,"₩26,300,000 ","₩7,954,611 ","₩10,666,063 ","₩15,633,937 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-01-09,우수,4.1,95.08115266,6.525,0.051088159,0.096366615,74.1008,"₩26,300,000 ","₩8,547,750 ","₩11,535,301 ","₩14,764,699 "
현대자동차(주),A0810010900301218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-11-13,우수,4.04,93.38570573,6.680555556,0.051693541,0.162067487,51.0163,"₩26,300,000 ","₩8,751,528 ","₩17,154,376 ","₩9,145,624 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-10,정상,4.1,95.08115266,6.272222222,0.05008881,0.165184657,85.9905,"₩26,300,000 ","₩8,216,611 ","₩9,555,254 ","₩16,744,746 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-11-14,심각,4.04,93.38570573,6.677777778,0.051682793,0.145912016,55.0228,"₩26,300,000 ","₩8,747,889 ","₩15,898,662 ","₩10,401,338 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-04-09,우수,4.1,95.08115266,6.275,0.0500999,0.179456148,73.4638,"₩26,300,000 ","₩8,220,250 ","₩11,189,525 ","₩15,110,475 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2018-11-14,경고,4.04,93.38570573,6.677777778,0.051682793,0.15731699,90.0442,"₩26,300,000 ","₩8,747,889 ","₩9,715,105 ","₩16,584,895 "
현대자동차(주),A0810010900271218,코나 일렉트릭 (KONA ELECTRIC),2019,2019-05-31,우수,4.1,95.08115266,6.133333333,0.049531135,0.156429499,64.8933,"₩26,300,000 ","₩8,034,667 ","₩12,381,350 ","₩13,918,650 "
